Gt_Depth	World_Gaze_Direction_L_X	World_Gaze_Direction_L_Y	World_Gaze_Direction_L_Z	World_Gaze_Direction_R_X	World_Gaze_Direction_R_Y	World_Gaze_Direction_R_Z	World_Gaze_Origin_L_X	World_Gaze_Origin_L_Y	World_Gaze_Origin_L_Z	World_Gaze_Origin_R_X	World_Gaze_Origin_R_Y	World_Gaze_Origin_R_Z
4.99817596192176	-0.0026823776981008	-0.0625037547345001	0.998041124149688	0.149939627724092	-0.104445478622607	0.983162880723868	5.31812749294359	5.95903269585563	-14.0514377364066	-40.0	15.0	-20.0
1.90674403174426	-0.0460552884393986	-0.266152606791227	0.96283004746684	-0.261354580372337	0.0015103080363785	0.965241680766032	34.4189655239146	22.4452920027313	0.983994818407972	-227.210463336213	27.7612680730219	-374.811528860492
1.82501362949435	0.851228667440361	0.515653594838159	-0.0975250011955445	0.0666880978541667	-0.197066150833915	0.978119435345243	-24.3053660680545	-8.44715011637297	-75.5982627128595	-34.8467112097478	16.0944486488349	-21.2534762943864
6.38237538283503	-0.776900904588074	-0.0887646246067116	0.623334441426641	0.716999483387627	-0.672371290153638	-0.183925498501452	14.3453467245474	16.0264590851356	-22.0196597041211	-75.3685714867895	40.8130085942178	-57.4991640055187
5.64631550838871	0.0041644020414311	-0.259698205246573	0.965680847872291	0.978915646246244	-0.179619267003743	0.0972680649305672	43.8550418941162	28.3040232789074	10.7145084996286	-238.354793933013	27.6561546588783	-373.360086083906
6.3458018480092	-0.0883202565547219	-0.282817461835431	0.955098851199745	0.964325389206623	-0.192946470679847	0.181240732683598	47.6877551929331	31.2754259459023	14.5644051181905	-239.39246647944	27.7855295998701	-373.006288247912
2.16083083229434	-0.392911468091897	-0.356028630413599	0.847858592318134	0.769754803647303	-0.579949218148273	-0.266714166536215	12.921922956631	14.6477573851365	-20.0034054699085	-73.6286115262415	40.1540172932842	-54.5352321275298
1.95359797712238	-0.0087636481387197	-0.176566311380817	0.984249732617019	-0.283965831955069	-0.0787616459116929	0.955594060998365	40.3351037144993	26.1024681131845	7.16327230792997	-229.566025830236	27.6152022932009	-376.494019392968
5.38362308653827	-0.43318053084306	-0.465678540400179	0.771685249767859	0.679849921944642	-0.290445346666817	0.673383682777847	14.0703528384819	17.3794035648069	-24.0646928226166	-40.0	15.0	-20.0
5.75705778526141	-0.665944209409715	-0.267569659956653	0.696365411995994	0.708373664021383	-0.686910049493071	-0.162361744343759	14.4028910368897	16.0863157436403	-22.8368556198339	-74.7115094478955	40.5960052447785	-56.2993640496553
6.06253469899308	-0.763944497175479	-0.337291527548919	-0.550112016483026	0.653672051014225	-0.34277855720321	0.67469675443457	46.6203541029182	24.3626901763094	-27.8722876452743	-47.9036833567663	17.5967749009752	-78.1023193863372
5.85024630738086	-0.62202054767037	-0.338344361018691	0.706125719431538	0.699197978034431	-0.687039248360992	-0.197735324927353	14.5527846549413	16.2870902425272	-23.0515895088116	-73.8460994548998	40.3741308776545	-54.9294631352467
2.15707008893044	0.833277517362795	0.533120547731207	-0.146393512986314	0.037378667139433	-0.202027484724189	0.978666301994146	-24.3053660680545	-8.44715011637297	-75.5982627128595	-34.8467112097478	16.0944486488349	-21.2534762943864
5.12245511909126	-0.881777761348203	-0.141636787111456	-0.449896654942549	0.45078688418381	-0.216787925899717	0.865906565532304	46.6203541029182	24.3626901763094	-27.8722876452743	-46.2253347999369	12.9921006795806	-79.0539564632732
5.52380769784841	-0.178967143118894	0.0524925050699735	0.982453713207569	0.100175547076901	-0.124841298454861	0.987106635560692	9.43297680034545	8.28349769647541	-15.9831865009789	-40.0	15.0	-20.0
5.75283141609136	-0.784794459626653	-0.486397307649228	0.384077225634236	0.719234038839621	-0.230281277554926	0.655494416896221	46.6203541029182	24.3626901763094	-27.8722876452743	-47.6310743558602	15.8558501111785	-80.7534807600489
4.7237301811068	-0.0060234647034336	0.152042915390325	0.988355538130169	0.111103878275283	-0.134584657428882	0.984653694563191	14.7434182880249	11.7112516562924	-17.710833396958	-40.0	15.0	-20.0
6.49302537697964	0.829044547655312	-0.276515582774518	0.486029083991758	0.773246086228209	-0.623400965339251	-0.116024680765971	13.0062248212006	13.0481083938363	-16.2871476280883	-73.5833914932386	39.3852799121574	-56.5496480050281
6.45511834595127	-0.893302754313606	-0.419534365369727	0.161248582659027	0.664265920776705	-0.319203665866648	0.675914052370544	46.6203541029182	24.3626901763094	-27.8722876452743	-47.729138710944	18.9286527358088	-58.8481201999074
5.76638369243811	-0.6521307990538	-0.28828724786662	0.701153252608118	0.68870421735674	-0.702264450932507	-0.180308463338533	14.2625220901948	15.9635393257123	-22.3624738100434	-74.8412062474313	40.6176064099466	-56.4654594077126
6.26448412021748	-0.0282932467832682	-0.156068163532378	0.987340984927746	-0.0542750722103135	-0.174435737872327	0.983171597377336	20.0	15.0	-20.0	-40.0	15.0	-20.0
5.58092720462344	-0.897768985683761	-0.281640257999848	-0.33865854989669	0.456218803554275	-0.652057243200168	0.605545832182588	46.6203541029182	24.3626901763094	-27.8722876452743	-47.3058724510205	15.364830804327	-78.4733528809321
6.26576083306565	0.0365908210955686	-0.172750386176844	0.984285738943374	-0.0247721656974825	-0.203754398677437	0.978708580133153	20.0	15.0	-20.0	-40.0	15.0	-20.0
6.34226294638233	-0.0422968315699178	-0.240835621664268	0.969643842540513	0.975530649405966	-0.121906289425761	0.182972152711874	47.884267322545	31.420792775226	14.9543802088579	-239.608721926804	27.7930874709705	-372.521166908292
2.15095055614886	-0.444333703315116	-0.285040720873357	0.849305214597362	0.752169526183782	-0.57923239785504	-0.314214629124052	12.9420615902349	14.5787669359327	-19.9254807244917	-73.5756038230255	40.1262585987197	-54.4461456036497
5.4754191023206	-0.767627596898033	-0.607350667395902	0.204629028474222	0.657337250704466	-0.277401690781654	0.700682553506061	46.6203541029182	24.3626901763094	-27.8722876452743	-47.2008012546762	14.9276253362844	-78.5369785709614
2.20972574997323	-0.24207257704994	0.0790656501968974	0.967031276846484	0.119811199866273	-0.114570753434479	0.986163687652339	6.82034693390959	6.81065674976542	-14.8872008710515	-40.0	15.0	-20.0
4.80306415920805	-0.539795093614006	-0.535064393055928	0.649867180425306	0.683526000645038	-0.281820367984265	0.67332717651333	14.8828778299071	16.5383793746818	-24.4337570950871	-40.0	15.0	-20.0
6.55545611994829	0.0499457242133259	-0.124390364493432	0.990975510219096	-0.030953047386658	-0.214250743282081	0.97628813772398	20.0	15.0	-20.0	-40.0	15.0	-20.0
1.95268416225442	-0.0524759086106112	-0.0056404188572372	0.99860626109123	0.119396089825827	-0.117053314870453	0.985922459026135	5.86829405802026	6.57758046212309	-14.7844886566748	-40.0	15.0	-20.0
4.88765555305401	0.0466868130186682	0.103145421729972	0.99357000934323	0.0819189295884014	-0.132122566799715	0.987842556441736	8.16481043657682	7.76126994498499	-15.1187711530408	-40.0	15.0	-20.0
2.26000753043284	-0.607003723088061	-0.0724759744120028	0.791387208192212	0.786603158343063	-0.594665937818608	-0.166216406178913	13.0839656291368	14.7997247235394	-20.9928971765074	-73.3164498333872	40.12746926968	-54.1907265809695
6.1927560301128	-0.354392686909848	-0.490567780404928	0.796083586247952	0.669114573405178	-0.286923243567417	0.685536826113346	14.5276600019985	17.385924911101	-24.0520642524528	-40.0	15.0	-20.0
2.31287252775724	0.852032729625145	0.508837397353177	-0.122982643907059	0.0100860617073328	-0.221041724073531	0.975212196179804	-24.3053660680545	-8.44715011637297	-75.5982627128595	-34.8467112097478	16.0944486488349	-21.2534762943864
