Time	Gt_Depth	World_Gaze_Direction_L_X	World_Gaze_Direction_L_Y	World_Gaze_Direction_L_Z	World_Gaze_Direction_R_X	World_Gaze_Direction_R_Y	World_Gaze_Direction_R_Z	Vergence_Angle
0.0	1.1365219656808023	0.03273934652829181	0.06907404469632085	0.9970744272315037	0.004738864398648759	0.08109846867459444	0.996694842851601	1.752621868567913
0.00333341006488817	1.7834776890345976	0.03245284566014068	0.06851151337412775	0.9971223351749935	0.004701215390406666	0.08102586864781089	0.9967009136060087	1.744659755746873
0.00666682012977634	2.1387294503348206	0.03220521430102203	0.06830632347144279	0.997144446468978	0.0046673464740857465	0.08096055791728066	0.9967063748354709	1.7372082841844871
0.01000023019466451	2.0582828962053568	0.032155915834832495	0.0683215742355457	0.9971449961715159	0.004639929728366366	0.08090602838714622	0.996710916711981	1.7332593348709326
0.01333364025955268	2.060638678850446	0.03222486244737026	0.06857531090256255	0.9971253394571742	0.004614329553084124	0.08085752585144552	0.996714981726134	1.7316426896080912
0.016667050324440852	2.0590743931361604	0.03225005267106814	0.06866297972537953	0.9971185226400059	0.004180448523214629	0.08074159456937074	0.9967262571604675	1.7522279701445511
0.02000046038932902	2.062344785853794	0.03229227856998358	0.06891292079480443	0.9970998673456252	0.003948644942981378	0.08068799220007745	0.9967315695370698	1.7575813935523756
0.02333387045421719	2.0724957240513384	0.032329015049992485	0.06919147527632344	0.9970794202628049	0.003900462838509371	0.08069347275342624	0.9967313301549331	1.7573723349867556
0.02666728051910536	2.082491388811383	0.03233312639588278	0.06921456687923824	0.9970777147147285	0.003908202779531176	0.08096818689126317	0.996709020935289	1.762431964669203
0.03000069058399353	2.0855744977678565	0.03201775982259723	0.07007755821406655	0.9970273279916699	0.003908512504005387	0.08098686598329677	0.9967075054210874	1.7281325645802355
0.033334100648881704	2.084542724609374	0.03184039214415379	0.07054600461731243	0.9970002253657438	0.0038503570833956927	0.08087549400737008	0.9967167493412069	1.7094613063100528
0.03666751071376987	2.0849331787109366	0.03184875718566736	0.07052402994547993	0.997001497707792	0.0036148143433997974	0.08048715024489828	0.9967490914014142	1.7156314425913712
0.04000092077865804	2.083747042410714	0.032011942568374016	0.07009761333997347	0.9970255824807421	0.003549452293931011	0.08045580485851446	0.9967518248674395	1.7331457185496726
0.04333433084354621	2.080031748744419	0.03200836010401903	0.07001983692122907	0.9970326378038836	0.0031365766967815963	0.08026036222311053	0.9967688912947622	1.7575941655862157
0.04666774090843438	2.076341078404017	0.03188713617811792	0.07000833337317812	0.9970368942855397	0.0027120543499689325	0.08005419775920675	0.9967868210662887	1.7682555116868546
0.05000115097332255	2.075228812081473	0.03162024886982101	0.06997847537054355	0.9970476808391089	0.0026585008816598114	0.08002435383502805	0.9967893552257094	1.7565762714939233
0.05333456103821072	2.0756044921874994	0.031464234673119186	0.07008784233638098	0.9970438370912758	0.002568430349396733	0.0799761577735754	0.9967934609282112	1.7493353732386774
0.056667971103098895	2.0761159633091517	0.03133081944521592	0.0702356201750092	0.9970378898799334	0.0023133922548608512	0.07977848911163742	0.9968098442887492	1.7507079229198805
0.06000138116798706	2.0747113978794642	0.031167548121002215	0.07036689783664188	0.9970344864081674	0.0018841888266082447	0.07938033880140206	0.9968424727758894	1.7558413216546689
0.06333479123287523	2.0692477852957585	0.03079734596007964	0.07050678010005533	0.997035824733748	0.0016786128569912142	0.07918876479626832	0.996858207773374	1.7417530307596838
0.06666820129776341	2.0635677594866064	0.030650249984926308	0.07056235469267423	0.9970362398285689	0.0012206455468614407	0.07890137498617265	0.9968816285100192	1.7512651420043042
0.07000161136265157	2.06151395438058	0.03062228751611428	0.07052515689234533	0.9970399755749894	0.000954063252413482	0.07875512166411709	0.9968935140842385	1.7646380779334767
0.07333502142753974	2.0621552734374995	0.030637068443621473	0.07030561671789133	0.9970549071713029	0.0009041518910051645	0.07872632485079192	0.9968958562943807	1.7706685133198528
0.07666843149242791	2.0626167096819192	0.030637441194595164	0.07030003828943297	0.9970552909376218	0.0003572096135282068	0.07848204493661243	0.9969154317177579	1.7937732405708082
0.08000184155731609	2.0607709647042403	0.03077165520765856	0.07009840905520376	0.9970645062291247	0.00022987167016019693	0.07843238859560611	0.9969194068742169	1.8148718154609493
0.08333525162220426	2.058156159319196	0.030950434805804353	0.06982705509122164	0.9970797136906544	0.0001750439880194311	0.07845909524159357	0.9969172987915884	1.8341915710574697
0.08666866168709242	2.056310414341517	0.030834069181005782	0.06982398620541261	0.9970826587425845	-0.0003509428334521	0.07870469179902008	0.9968979067085519	1.8573140456392705
0.09000207175198059	2.056771850585937	0.029795147961109367	0.06978995295337957	0.9971163183642051	-0.00039702108884604386	0.07873595156902351	0.9968954243089055	1.8039804838443938
0.09333548181686876	2.056771850585937	0.02922869716596301	0.06975931659430819	0.9971356209715436	-0.000451349376292806	0.07877614266212188	0.9968922247734678	1.7787544335269405
0.09666889188175694	2.0558197230747766	0.02913892789039259	0.0697423901778184	0.9971393610110886	-0.0005704685212589815	0.0788856088015511	0.9968835098572644	1.7811863881011345
0.1000023019466451	2.0592673897879457	0.0288933086712454	0.0697062030420486	0.9971494606285358	-0.0006435448954755715	0.0790728397864404	0.9968685926379676	1.7770911276672674
0.10333571201153327	2.066106152343749	0.02891713268063561	0.06966646646926347	0.9971507406965565	-0.0007411779252990705	0.07927636018632894	0.996852383361211	1.7846020588252325
0.10666912207642144	2.07195944126674	0.029006272675702625	0.06963130688824799	0.9971508509177118	-0.0007837602487844403	0.07954360300802554	0.9968310610884309	1.799352893830418
0.11000253214130962	2.0724506870814725	0.029060632250717134	0.06960764580464583	0.997150941732671	-0.0007722292319624498	0.07990636222166247	0.9968020330033663	1.8083967313548626
0.11333594220619779	2.0720898437499993	0.029242263969622886	0.06973337151265957	0.9971371969958713	-0.000769254496794776	0.0800458682690232	0.996790840441328	1.8191440022101053
0.11666935227108595	2.0720898437499993	0.029322664824947497	0.06979382202034148	0.9971305854877582	-0.0005759449167938664	0.08012508474814073	0.9967846501999553	1.814132212531983
0.12000276233597412	2.0720898437499993	0.029336113698244792	0.06986861406638356	0.9971245327240363	-0.00022025446520000354	0.08016003450585664	0.9967819762223918	1.7917534994296447
0.1233361724008623	2.0720898437499993	0.029308886417974356	0.07088808771990254	0.9970536275277168	-0.0002036165383102973	0.08016307885609181	0.9967817420921943	1.7753878334483324
