System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63814492475474	Data collection started	DepthCalibration	
63814492475481	 sample	DepthCalibration	0.260347098112106	-0.4774802	0.2622329	9.816692	0.03063777	-0.026	-0.02893108	-0.026	-0.08592132	0.02078181	0.9960852	-0.01105565	0.03238308	0.9994144	-1
63814492475497	 sample	DepthCalibration	0.272583574056625	-0.4749452	0.2569856	9.57728	0.03063777	-0.026	-0.02893108	-0.026	-0.08592132	0.02078181	0.9960852	-0.01294504	0.03261733	0.9993841	-1
63814492475524	 sample	DepthCalibration	0.29079008102417	-0.4575391	0.2380669	8.9519	0.03063777	-0.026	-0.02893108	-0.026	-0.08587376	0.02036342	0.9960979	-0.01600914	0.03254965	0.9993419	-1
63814492475526	 sample	DepthCalibration	0.293383657932281	-0.4503899	0.2310048	8.743377	0.03063777	-0.026	-0.02893108	-0.026	-0.08587376	0.02036342	0.9960979	-0.01680491	0.03220085	0.9993401	-1
63814492475542	 sample	DepthCalibration	0.30343434214592	-0.4404611	0.2220083	8.516751	0.03063777	-0.026	-0.02893108	-0.026	-0.08548465	0.02000622	0.9961386	-0.01760069	0.03185205	0.9993376	-1
63814492475568	 sample	DepthCalibration	0.321999609470367	-0.3944591	0.1896321	7.451131	0.03063777	-0.026	-0.02893108	-0.026	-0.08475396	0.01971022	0.9962069	-0.02074796	0.03089925	0.9993072	-1
63814492475584	 sample	DepthCalibration	0.333355635404587	-0.3667452	0.1701756	6.831936	0.03063777	-0.026	-0.02893108	-0.026	-0.08465872	0.01887335	0.9962313	-0.0223046	0.03064411	0.9992815	-1
63814492475598	 sample	DepthCalibration	0.343268692493439	-0.3354575	0.1526673	6.158146	0.03063777	-0.026	-0.02893108	-0.026	-0.08465872	0.01887335	0.9962313	-0.02386121	0.03038896	0.9992533	-1
63814492475601	 sample	DepthCalibration	0.345379620790482	-0.3179651	0.1457866	5.811467	0.03063777	-0.026	-0.02893108	-0.026	-0.08436478	0.01935301	0.996247	-0.0246201	0.03048268	0.9992321	-1
63814492475616	 sample	DepthCalibration	0.356030195951462	-0.2978589	0.1369151	5.435294	0.03063777	-0.026	-0.02893108	-0.026	-0.08372927	0.01989386	0.99629	-0.02541779	0.0301338	0.9992226	-1
63814492475632	 sample	DepthCalibration	0.367204219102859	-0.2683646	0.1225528	4.877722	0.03063777	-0.026	-0.02893108	-0.026	-0.08299846	0.01959785	0.996357	-0.02655848	0.03027439	0.9991887	-1
63814492475646	 sample	DepthCalibration	0.377021849155426	-0.2254091	0.1009662	4.061193	0.03063777	-0.026	-0.02893108	-0.026	-0.08231524	0.01972027	0.9964112	-0.02815768	0.02957659	0.9991658	-1
