System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63815269657887	Data collection started	DepthCalibration	
63815269657887	 sample	DepthCalibration	0.252077251672745	-0.06041143	0.3641675	6.839675	0.03006178	-0.026	-0.03168708	-0.026	-0.1034022	0.05442609	0.9931494	0.0861439	0.05102754	0.9949751	-1
63815269657896	 sample	DepthCalibration	0.258238792419434	-0.07019757	0.3839803	7.175788	0.03006178	-0.026	-0.03168708	-0.026	-0.1042261	0.05479833	0.9930428	0.08507191	0.05120198	0.9950584	-1
63815269657896	 sample	DepthCalibration	0.258238792419434	-0.07019757	0.3839803	7.175788	0.03006178	-0.026	-0.03168708	-0.026	-0.1042261	0.05479833	0.9930428	0.08507191	0.05120198	0.9950584	-1
63815269657912	 sample	DepthCalibration	0.270389169454575	-0.09964766	0.4232724	7.937085	0.03006178	-0.026	-0.03168708	-0.026	-0.1062663	0.05548495	0.9927884	0.08158956	0.05019593	0.9954012	-1
63815269657912	 sample	DepthCalibration	0.270389169454575	-0.09964766	0.4232724	7.937085	0.03006178	-0.026	-0.03168708	-0.026	-0.1062663	0.05548495	0.9927884	0.08158956	0.05019593	0.9954012	-1
63815269657973	 sample	DepthCalibration	0.312389880418777	-0.1757537	0.5380856	9.350049	0.03006178	-0.026	-0.03168708	-0.026	-0.1114276	0.06112781	0.9918908	0.07434018	0.05294605	0.9958264	-1
63815269657973	 sample	DepthCalibration	0.312389880418777	-0.1757537	0.5380856	9.350049	0.03006178	-0.026	-0.03168708	-0.026	-0.1114276	0.06112781	0.9918908	0.07434018	0.05294605	0.9958264	-1
63815269657975	 sample	DepthCalibration	0.314688682556152	-0.1757537	0.5380856	9.350049	0.03006178	-0.026	-0.03168708	-0.026	-0.1114276	0.06112781	0.9918908	0.07434018	0.05294605	0.9958264	-1
63815269657975	 sample	DepthCalibration	0.314688682556152	-0.1757537	0.5380856	9.350049	0.03006178	-0.026	-0.03168708	-0.026	-0.1114276	0.06112781	0.9918908	0.07434018	0.05294605	0.9958264	-1
