Time	Gt_Depth	World_Gaze_Direction_L_X	World_Gaze_Direction_L_Y	World_Gaze_Direction_L_Z	World_Gaze_Direction_R_X	World_Gaze_Direction_R_Y	World_Gaze_Direction_R_Z	Vergence_Angle
0.0	1.0235238228934143	0.13199022550896394	-0.016415324221210347	0.9911151870490537	0.11264004396013669	-0.009026111421340136	0.993594852363969	1.1837060227408465
0.0033333984865464286	1.6019393763950887	0.13266804214648908	-0.015451651111264026	0.9910397968671795	0.1126441078960448	-0.009025357924008257	0.9935943962062249	1.2172561325759312
0.006666796973092857	1.9221480643136157	0.13302802309690867	-0.015094736734071837	0.990997488652577	0.11284887500472411	-0.008990679357703845	0.9935713769421054	1.2164494125455603
0.010000195459639287	1.8546171299525664	0.1331642141548907	-0.015091645871431565	0.9909789442295546	0.11371963396744578	-0.008828555807932889	0.9934736455483755	1.1794261971555104
0.013333593946185714	1.8651328473772315	0.1343974924363757	-0.015068722194280014	0.9908128840759264	0.11380040604492843	-0.008749379228688875	0.9934650722564498	1.2422059594476977
0.016666992432732144	1.8697790475027893	0.13460089055580446	-0.015016275512677488	0.990786003112952	0.11417304233497445	-0.008317084814859703	0.993425877193307	1.242831695011575
0.020000390919278573	1.8731254098074772	0.1345720547520867	-0.014810104145180839	0.9907930794743843	0.11454962140132552	-0.00801257478815057	0.9933852655360319	1.2205351132648934
0.023333789405825003	1.8771215715680796	0.13452081915209252	-0.014426816235231007	0.990805739957628	0.11469298898304649	-0.008002952514412583	0.9933686752087469	1.2024933955073898
0.02666718789237143	1.8825456351143965	0.13461014147559416	-0.014566811946868864	0.9907914920809912	0.11532140264562452	-0.00796063836351053	0.9932962942780145	1.1766674729412123
0.030000586378917858	1.8867963902064726	0.13488178269173487	-0.015076370097244718	0.9907474436850555	0.11551848875452722	-0.007907553889531212	0.9932738338021304	1.1928218191576692
0.03333398486546429	1.8883791904994414	0.13517021323193584	-0.015249333681143357	0.990704493815299	0.11583315273403327	-0.0077673474684966165	0.9932382056069794	1.196510266879952
0.03666738335201072	1.8878758544921865	0.1354866621538571	-0.015248123021818312	0.9906617422095407	0.11629180034933619	-0.007625780603236627	0.9931858409992663	1.1920386785846113
0.040000781838557146	1.8878758544921865	0.13618654762395976	-0.015245916724111047	0.9905659797639544	0.1165093320824632	-0.007619165914042024	0.9931602747914375	1.2187724455329314
0.043334180325103576	1.8878758544921865	0.1366233683970191	-0.015381250672958171	0.9905032474490695	0.1170113082859841	-0.0075995761386970315	0.9931017412005938	1.2194750760403301
0.046667578811650005	1.8878030622209812	0.13739809577863876	-0.015701661737504105	0.9903905903727235	0.11743840639408915	-0.007726297169207575	0.9930497374404672	1.2375025426382242
0.050000977298196435	1.8880173217773428	0.13805007807105205	-0.01582378542112528	0.9902994562345068	0.11793825011866935	-0.008121839314594705	0.9929874181719741	1.2449116622889314
0.05333437578474286	1.8887374494280127	0.1383301955048954	-0.015540872329296788	0.9902640500050599	0.11856285958795611	-0.00858686141291536	0.9929093949510818	1.210679303828141
0.05666777427128929	1.8895372314453118	0.13875845754291002	-0.015156986995588814	0.9902102519770926	0.11872188587634687	-0.008820432777521833	0.9928882792206349	1.214721313230196
0.060001172757835716	1.889519815499441	0.1392960357343161	-0.01561553290076075	0.9901270846844018	0.11890755130361598	-0.009105127198676038	0.992863573126354	1.2362103345123636
