System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63814665994271	Data collection started	DepthCalibration	
63814665994271	 sample	DepthCalibration	0.495431367708428	-0.07445513	0.698112	8.682402	0.02894912	-0.026	-0.02842446	-0.026	-0.1086879	0.07296523	0.9913945	0.09166995	0.08603953	0.9920654	3.20347207306863
63814665994272	 sample	DepthCalibration	0.495431367708428	-0.07445513	0.698112	8.682402	0.02894912	-0.026	-0.02842446	-0.026	-0.1086879	0.07296523	0.9913945	0.09166995	0.08603953	0.9920654	3.20347207306863
63814665994273	 sample	DepthCalibration	0.495431367708428	-0.07445513	0.698112	8.682402	0.02894912	-0.026	-0.02842446	-0.026	-0.1086879	0.07296523	0.9913945	0.09166995	0.08603953	0.9920654	3.20347207306863
63814665994286	 sample	DepthCalibration	0.50621435605065	-0.07126039	0.6976385	8.682429	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09239791	0.08592658	0.9920077	3.20347207306863
63814665994287	 sample	DepthCalibration	0.50621435605065	-0.07126039	0.6976385	8.682429	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09239791	0.08592658	0.9920077	3.20347207306863
63814665994288	 sample	DepthCalibration	0.50621435605065	-0.07126039	0.6976385	8.682429	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09239791	0.08592658	0.9920077	3.20347207306863
63814665994301	 sample	DepthCalibration	0.516251818813048	-0.06978119	0.6951535	8.682639	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09273504	0.08535819	0.9920253	3.20347207306863
63814665994302	 sample	DepthCalibration	0.516251818813048	-0.06978119	0.6951535	8.682639	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09273504	0.08535819	0.9920253	3.20347207306863
63814665994303	 sample	DepthCalibration	0.516251818813048	-0.06978119	0.6951535	8.682639	0.02894912	-0.026	-0.02842446	-0.026	-0.1086877	0.07296523	0.9913945	0.09273504	0.08535819	0.9920253	3.20347207306863
63814665994328	 sample	DepthCalibration	0.534787015856304	-0.06791016	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994330	 sample	DepthCalibration	0.534787015856304	-0.06791016	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994330	 sample	DepthCalibration	0.534787015856304	-0.06791016	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994336	 sample	DepthCalibration	0.539388088363677	-0.06791023	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994337	 sample	DepthCalibration	0.539388088363677	-0.06791023	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994337	 sample	DepthCalibration	0.539388088363677	-0.06791023	0.6918781	8.671161	0.02894912	-0.026	-0.02842446	-0.026	-0.1086462	0.07248454	0.9914343	0.09309908	0.08530169	0.991996	3.1901648481426
63814665994365	 sample	DepthCalibration	0.557637362941915	-0.06763642	0.6888423	8.659635	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09309908	0.0853017	0.991996	4.52499108689052
63814665994366	 sample	DepthCalibration	0.557637362941915	-0.06763642	0.6888423	8.659635	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09309908	0.0853017	0.991996	4.52499108689052
63814665994366	 sample	DepthCalibration	0.557637362941915	-0.06763642	0.6888423	8.659635	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09309908	0.0853017	0.991996	4.52499108689052
63814665994383	 sample	DepthCalibration	0.569238278108716	-0.06604445	0.6886106	8.659703	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09346298	0.08524523	0.9919667	4.52499108689052
63814665994383	 sample	DepthCalibration	0.569238278108716	-0.06604445	0.6886106	8.659703	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09346298	0.08524523	0.9919667	4.52499108689052
63814665994385	 sample	DepthCalibration	0.569238278108716	-0.06604445	0.6886106	8.659703	0.02894912	-0.026	-0.02842446	-0.026	-0.1086046	0.07200377	0.9914739	0.09346298	0.08524523	0.9919667	4.52499108689052
63814665994445	 sample	DepthCalibration	0.606247604011442	-0.06385409	0.6665587	8.421241	0.02894912	-0.026	-0.02842446	-0.026	-0.1077915	0.07116841	0.9916229	0.09273516	0.08535819	0.9920253	4.53044836843744
63814665994446	 sample	DepthCalibration	0.606247604011442	-0.06385409	0.6665587	8.421241	0.02894912	-0.026	-0.02842446	-0.026	-0.1077915	0.07116841	0.9916229	0.09273516	0.08535819	0.9920253	4.53044836843744
63814665994447	 sample	DepthCalibration	0.606247604011442	-0.06385409	0.6665587	8.421241	0.02894912	-0.026	-0.02842446	-0.026	-0.1077915	0.07116841	0.9916229	0.09273516	0.08535819	0.9920253	4.53044836843744
63814665994464	 sample	DepthCalibration	0.616902321709988	-0.06571034	0.6688545	8.506401	0.02894912	-0.026	-0.02842446	-0.026	-0.1080731	0.07014325	0.9916653	0.09273516	0.08535819	0.9920253	4.51486903566804
63814665994465	 sample	DepthCalibration	0.616902321709988	-0.06571034	0.6688545	8.506401	0.02894912	-0.026	-0.02842446	-0.026	-0.1080731	0.07014325	0.9916653	0.09273516	0.08535819	0.9920253	4.51486903566804
63814665994465	 sample	DepthCalibration	0.616902321709988	-0.06571034	0.6688545	8.506401	0.02894912	-0.026	-0.02842446	-0.026	-0.1080731	0.07014325	0.9916653	0.09273516	0.08535819	0.9920253	4.51486903566804
63814665994483	 sample	DepthCalibration	0.627572511267726	-0.06360009	0.6625438	8.481835	0.02894912	-0.026	-0.02842446	-0.026	-0.1079896	0.069181	0.991742	0.09309907	0.0853017	0.991996	4.51486903566804
63814665994484	 sample	DepthCalibration	0.627572511267726	-0.06360009	0.6625438	8.481835	0.02894912	-0.026	-0.02842446	-0.026	-0.1079896	0.069181	0.991742	0.09309907	0.0853017	0.991996	4.51486903566804
63814665994485	 sample	DepthCalibration	0.627572511267726	-0.06360009	0.6625438	8.481835	0.02894912	-0.026	-0.02842446	-0.026	-0.1079896	0.069181	0.991742	0.09309907	0.0853017	0.991996	4.51486903566804
63814665994490	 sample	DepthCalibration	0.631426742096571	-0.05869212	0.6402442	8.242518	0.02894912	-0.026	-0.02842446	-0.026	-0.1072174	0.06882624	0.9918505	0.09307229	0.08478967	0.9920425	4.48335027499144
63814665994490	 sample	DepthCalibration	0.631426742096571	-0.05869212	0.6402442	8.242518	0.02894912	-0.026	-0.02842446	-0.026	-0.1072174	0.06882624	0.9918505	0.09307229	0.08478967	0.9920425	4.48335027499144
63814665994491	 sample	DepthCalibration	0.631426742096571	-0.05869212	0.6402442	8.242518	0.02894912	-0.026	-0.02842446	-0.026	-0.1072174	0.06882624	0.9918505	0.09307229	0.08478967	0.9920425	4.48335027499144
63814665994505	 sample	DepthCalibration	0.640030119492672	-0.05532102	0.6171049	7.986689	0.02894912	-0.026	-0.02842446	-0.026	-0.1064449	0.06847145	0.9919583	0.09268154	0.08433408	0.9921179	4.4046663751217
63814665994506	 sample	DepthCalibration	0.640030119492672	-0.05532102	0.6171049	7.986689	0.02894912	-0.026	-0.02842446	-0.026	-0.1064449	0.06847145	0.9919583	0.09268154	0.08433408	0.9921179	4.4046663751217
63814665994506	 sample	DepthCalibration	0.640030119492672	-0.05532102	0.6171049	7.986689	0.02894912	-0.026	-0.02842446	-0.026	-0.1064449	0.06847145	0.9919583	0.09268154	0.08433408	0.9921179	4.4046663751217
63814665994518	 sample	DepthCalibration	0.647501856458794	-0.05464891	0.6037284	7.86031	0.02894912	-0.026	-0.02842446	-0.026	-0.1060796	0.06853469	0.991993	0.09226371	0.08336613	0.9922386	4.39643712030983
63814665994520	 sample	DepthCalibration	0.647501856458794	-0.05464891	0.6037284	7.86031	0.02894912	-0.026	-0.02842446	-0.026	-0.1060796	0.06853469	0.991993	0.09226371	0.08336613	0.9922386	4.39643712030983
63814665994521	 sample	DepthCalibration	0.647501856458794	-0.05464891	0.6037284	7.86031	0.02894912	-0.026	-0.02842446	-0.026	-0.1060796	0.06853469	0.991993	0.09226371	0.08336613	0.9922386	4.39643712030983
63814665994546	 sample	DepthCalibration	0.661831935493795	-0.04297764	0.5309049	6.978011	0.02894912	-0.026	-0.02842446	-0.026	-0.103761	0.06747013	0.9923112	0.09150857	0.08296683	0.992342	11.6805469064093
63814665994547	 sample	DepthCalibration	0.661831935493795	-0.04297764	0.5309049	6.978011	0.02894912	-0.026	-0.02842446	-0.026	-0.103761	0.06747013	0.9923112	0.09150857	0.08296683	0.992342	11.6805469064093
63814665994547	 sample	DepthCalibration	0.661831935493795	-0.04297764	0.5309049	6.978011	0.02894912	-0.026	-0.02842446	-0.026	-0.103761	0.06747013	0.9923112	0.09150857	0.08296683	0.992342	11.6805469064093
63814665994553	 sample	DepthCalibration	0.665371692617002	-0.03865917	0.4938636	6.497728	0.02894912	-0.026	-0.02842446	-0.026	-0.1026222	0.06717847	0.9924493	0.09078028	0.0830799	0.9923995	10.9500903555787
63814665994553	 sample	DepthCalibration	0.665371692617002	-0.03865917	0.4938636	6.497728	0.02894912	-0.026	-0.02842446	-0.026	-0.1026222	0.06717847	0.9924493	0.09078028	0.0830799	0.9923995	10.9500903555787
63814665994554	 sample	DepthCalibration	0.665371692617002	-0.03865917	0.4938636	6.497728	0.02894912	-0.026	-0.02842446	-0.026	-0.1026222	0.06717847	0.9924493	0.09078028	0.0830799	0.9923995	10.9500903555787
63814665994568	 sample	DepthCalibration	0.67389592368663	-0.02647379	0.4032237	5.298648	0.02894912	-0.026	-0.02842446	-0.026	-0.1000199	0.06713983	0.9927176	0.09005197	0.08319295	0.9924563	10.9672796409314
63814665994570	 sample	DepthCalibration	0.67389592368663	-0.02647379	0.4032237	5.298648	0.02894912	-0.026	-0.02842446	-0.026	-0.1000199	0.06713983	0.9927176	0.09005197	0.08319295	0.9924563	10.9672796409314
63814665994571	 sample	DepthCalibration	0.67389592368663	-0.02647379	0.4032237	5.298648	0.02894912	-0.026	-0.02842446	-0.026	-0.1000199	0.06713983	0.9927176	0.09005197	0.08319295	0.9924563	10.9672796409314
63814665994584	 sample	DepthCalibration	0.681883825949552	-0.01315284	0.2743102	3.592179	0.02894912	-0.026	-0.02842446	-0.026	-0.09668538	0.06722771	0.993042	0.08932351	0.08330601	0.9925127	7.11279756989005
63814665994585	 sample	DepthCalibration	0.681883825949552	-0.01315284	0.2743102	3.592179	0.02894912	-0.026	-0.02842446	-0.026	-0.09668538	0.06722771	0.993042	0.08932351	0.08330601	0.9925127	7.11279756989005
63814665994585	 sample	DepthCalibration	0.681883825949552	-0.01315284	0.2743102	3.592179	0.02894912	-0.026	-0.02842446	-0.026	-0.09668538	0.06722771	0.993042	0.08932351	0.08330601	0.9925127	7.11279756989005
63814665994656	 sample	DepthCalibration	0.717258938491347	-0.002532423	0.4025262	5.205031	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07956666	0.08636747	0.993081	6.55595290144865
63814665994657	 sample	DepthCalibration	0.717258938491347	-0.002532423	0.4025262	5.205031	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07956666	0.08636747	0.993081	6.55595290144865
63814665994657	 sample	DepthCalibration	0.717258938491347	-0.002532423	0.4025262	5.205031	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07956666	0.08636747	0.993081	6.55595290144865
63814665994661	 sample	DepthCalibration	0.720587537640375	-0.005410833	0.4029546	5.204996	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07847288	0.08653684	0.9931533	6.55595290144865
63814665994662	 sample	DepthCalibration	0.720587537640375	-0.005410833	0.4029546	5.204996	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07847288	0.08653684	0.9931533	6.55595290144865
63814665994662	 sample	DepthCalibration	0.720587537640375	-0.005410833	0.4029546	5.204996	0.02894912	-0.026	-0.02842446	-0.026	-0.08062857	0.06657764	0.9945182	0.07847288	0.08653684	0.9931533	6.55595290144865
63814665994677	 sample	DepthCalibration	0.728136470196798	-0.004465142	0.5419286	7.0701	0.02894912	-0.026	-0.02842446	-0.026	-0.07645994	0.06582893	0.9948972	0.07513529	0.08602143	0.9934561	6.56580672455573
63814665994678	 sample	DepthCalibration	0.728136470196798	-0.004465142	0.5419286	7.0701	0.02894912	-0.026	-0.02842446	-0.026	-0.07645994	0.06582893	0.9948972	0.07513529	0.08602143	0.9934561	6.56580672455573
63814665994678	 sample	DepthCalibration	0.728136470196798	-0.004465142	0.5419286	7.0701	0.02894912	-0.026	-0.02842446	-0.026	-0.07645994	0.06582893	0.9948972	0.07513529	0.08602143	0.9934561	6.56580672455573
63814665994704	 sample	DepthCalibration	0.740395480618319	0.003636043	0.6934723	9.128763	0.02894912	-0.026	-0.02842446	-0.026	-0.06999564	0.06449637	0.9954601	0.07072871	0.08618722	0.9937652	6.81566817200395
63814665994705	 sample	DepthCalibration	0.740395480618319	0.003636043	0.6934723	9.128763	0.02894912	-0.026	-0.02842446	-0.026	-0.06999564	0.06449637	0.9954601	0.07072871	0.08618722	0.9937652	6.81566817200395
63814665994705	 sample	DepthCalibration	0.740395480618319	0.003636043	0.6934723	9.128763	0.02894912	-0.026	-0.02842446	-0.026	-0.06999564	0.06449637	0.9954601	0.07072871	0.08618722	0.9937652	6.81566817200395
63814665994723	 sample	DepthCalibration	0.749331454490476	0.0006724062	0.7545609	9.860306	0.02894912	-0.026	-0.02842446	-0.026	-0.06517037	0.06483751	0.9957655	0.06525291	0.0870341	0.9940659	7.06966367447584
63814665994724	 sample	DepthCalibration	0.749331454490476	0.0006724062	0.7545609	9.860306	0.02894912	-0.026	-0.02842446	-0.026	-0.06517037	0.06483751	0.9957655	0.06525291	0.0870341	0.9940659	7.06966367447584
63814665994724	 sample	DepthCalibration	0.749331454490476	0.0006724062	0.7545609	9.860306	0.02894912	-0.026	-0.02842446	-0.026	-0.06517037	0.06483751	0.9957655	0.06525291	0.0870341	0.9940659	7.06966367447584
63814665994729	 sample	DepthCalibration	0.752514795367006	0.002503793	0.7692059	9.944176	0.02894912	-0.026	-0.02842446	-0.026	-0.0630075	0.06569895	0.9958482	0.06345487	0.08782788	0.9941126	7.02235863969844
63814665994730	 sample	DepthCalibration	0.752514795367006	0.002503793	0.7692059	9.944176	0.02894912	-0.026	-0.02842446	-0.026	-0.0630075	0.06569895	0.9958482	0.06345487	0.08782788	0.9941126	7.02235863969844
63814665994730	 sample	DepthCalibration	0.752514795367006	0.002503793	0.7692059	9.944176	0.02894912	-0.026	-0.02842446	-0.026	-0.0630075	0.06569895	0.9958482	0.06345487	0.08782788	0.9941126	7.02235863969844
63814665994743	 sample	DepthCalibration	0.759308272832674	-0.00797342	0.7784998	9.91298	0.02894912	-0.026	-0.02842446	-0.026	-0.06153606	0.06595208	0.9959235	0.05988702	0.08992598	0.9941463	6.87981925392776
63814665994745	 sample	DepthCalibration	0.759308272832674	-0.00797342	0.7784998	9.91298	0.02894912	-0.026	-0.02842446	-0.026	-0.06153606	0.06595208	0.9959235	0.05988702	0.08992598	0.9941463	6.87981925392776
63814665994745	 sample	DepthCalibration	0.759308272832674	-0.00797342	0.7784998	9.91298	0.02894912	-0.026	-0.02842446	-0.026	-0.06153606	0.06595208	0.9959235	0.05988702	0.08992598	0.9941463	6.87981925392776
63814665994758	 sample	DepthCalibration	0.76600147255639	-0.002577553	0.7653605	9.598865	0.02894912	-0.026	-0.02842446	-0.026	-0.05831077	0.0674845	0.9960149	0.05772355	0.09077534	0.9941971	5.66072341479584
63814665994759	 sample	DepthCalibration	0.76600147255639	-0.002577553	0.7653605	9.598865	0.02894912	-0.026	-0.02842446	-0.026	-0.05831077	0.0674845	0.9960149	0.05772355	0.09077534	0.9941971	5.66072341479584
63814665994760	 sample	DepthCalibration	0.76600147255639	-0.002577553	0.7653605	9.598865	0.02894912	-0.026	-0.02842446	-0.026	-0.05831077	0.0674845	0.9960149	0.05772355	0.09077534	0.9941971	5.66072341479584
63814665994785	 sample	DepthCalibration	0.778034114508928	-0.008452496	0.693374	8.545116	0.02894912	-0.026	-0.02842446	-0.026	-0.05356471	0.06878797	0.9961923	0.05154074	0.09224425	0.9944016	15.5403003753245
63814665994786	 sample	DepthCalibration	0.778034114508928	-0.008452496	0.693374	8.545116	0.02894912	-0.026	-0.02842446	-0.026	-0.05356471	0.06878797	0.9961923	0.05154074	0.09224425	0.9944016	15.5403003753245
63814665994787	 sample	DepthCalibration	0.778034114508928	-0.008452496	0.693374	8.545116	0.02894912	-0.026	-0.02842446	-0.026	-0.05356471	0.06878797	0.9961923	0.05154074	0.09224425	0.9944016	15.5403003753245
63814665994849	 sample	DepthCalibration	0.806084540488837	-0.01508421	0.543696	6.301943	0.02894912	-0.026	-0.02842446	-0.026	-0.0475176	0.07226738	0.9962527	0.04269036	0.09875169	0.994196	18.485202963835
63814665994850	 sample	DepthCalibration	0.806084540488837	-0.01508421	0.543696	6.301943	0.02894912	-0.026	-0.02842446	-0.026	-0.0475176	0.07226738	0.9962527	0.04269036	0.09875169	0.994196	18.485202963835
63814665994850	 sample	DepthCalibration	0.806084540488837	-0.01508421	0.543696	6.301943	0.02894912	-0.026	-0.02842446	-0.026	-0.0475176	0.07226738	0.9962527	0.04269036	0.09875169	0.994196	18.485202963835
63814665994855	 sample	DepthCalibration	0.809143358759854	-0.01260046	0.4984142	5.78127	0.02894912	-0.026	-0.02842446	-0.026	-0.04636819	0.07197612	0.996328	0.04195925	0.09886409	0.9942159	17.5562104947261
63814665994856	 sample	DepthCalibration	0.809143358759854	-0.01260046	0.4984142	5.78127	0.02894912	-0.026	-0.02842446	-0.026	-0.04636819	0.07197612	0.996328	0.04195925	0.09886409	0.9942159	17.5562104947261
63814665994857	 sample	DepthCalibration	0.809143358759854	-0.01260046	0.4984142	5.78127	0.02894912	-0.026	-0.02842446	-0.026	-0.04636819	0.07197612	0.996328	0.04195925	0.09886409	0.9942159	17.5562104947261
63814665994871	 sample	DepthCalibration	0.815920525574801	-0.0108353	0.43038	5.033752	0.02894912	-0.026	-0.02842446	-0.026	-0.0448057	0.07126713	0.9964504	0.04043923	0.09807	0.9943575	9.75132754323905
63814665994872	 sample	DepthCalibration	0.815920525574801	-0.0108353	0.43038	5.033752	0.02894912	-0.026	-0.02842446	-0.026	-0.0448057	0.07126713	0.9964504	0.04043923	0.09807	0.9943575	9.75132754323905
63814665994873	 sample	DepthCalibration	0.815920525574801	-0.0108353	0.43038	5.033752	0.02894912	-0.026	-0.02842446	-0.026	-0.0448057	0.07126713	0.9964504	0.04043923	0.09807	0.9943575	9.75132754323905
63814665994897	 sample	DepthCalibration	0.82732104017232	-0.01243334	0.4232508	4.990555	0.02894912	-0.026	-0.02842446	-0.026	-0.04471759	0.07030518	0.9965227	0.03967898	0.09767286	0.9944273	6.42873818976137
63814665994899	 sample	DepthCalibration	0.82732104017232	-0.01243334	0.4232508	4.990555	0.02894912	-0.026	-0.02842446	-0.026	-0.04471759	0.07030518	0.9965227	0.03967898	0.09767286	0.9944273	6.42873818976137
63814665994900	 sample	DepthCalibration	0.82732104017232	-0.01243334	0.4232508	4.990555	0.02894912	-0.026	-0.02842446	-0.026	-0.04471759	0.07030518	0.9965227	0.03967898	0.09767286	0.9944273	6.42873818976137
63814665994905	 sample	DepthCalibration	0.830269573797633	-0.01314601	0.4399543	5.193119	0.02894912	-0.026	-0.02842446	-0.026	-0.04513062	0.070723	0.9964745	0.04001573	0.09710693	0.9944692	9.626515029668
63814665994905	 sample	DepthCalibration	0.830269573797633	-0.01314601	0.4399543	5.193119	0.02894912	-0.026	-0.02842446	-0.026	-0.04513062	0.070723	0.9964745	0.04001573	0.09710693	0.9944692	9.626515029668
63814665994905	 sample	DepthCalibration	0.830269573797633	-0.01314601	0.4399543	5.193119	0.02894912	-0.026	-0.02842446	-0.026	-0.04513062	0.070723	0.9964745	0.04001573	0.09710693	0.9944692	9.626515029668
63814665994919	 sample	DepthCalibration	0.836447765019131	-0.0149189	0.4662404	5.526911	0.02894912	-0.026	-0.02842446	-0.026	-0.0458245	0.07011557	0.9964858	0.04038141	0.09705067	0.9944599	9.79329673903558
63814665994920	 sample	DepthCalibration	0.836447765019131	-0.0149189	0.4662404	5.526911	0.02894912	-0.026	-0.02842446	-0.026	-0.0458245	0.07011557	0.9964858	0.04038141	0.09705067	0.9944599	9.79329673903558
63814665994921	 sample	DepthCalibration	0.836447765019131	-0.0149189	0.4662404	5.526911	0.02894912	-0.026	-0.02842446	-0.026	-0.0458245	0.07011557	0.9964858	0.04038141	0.09705067	0.9944599	9.79329673903558
63814665994946	 sample	DepthCalibration	0.847457405359029	-0.01670506	0.4762495	5.701089	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04029457	0.09552094	0.9946115	9.37112743347173
63814665994947	 sample	DepthCalibration	0.847457405359029	-0.01670506	0.4762495	5.701089	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04029457	0.09552094	0.9946115	9.37112743347173
63814665994947	 sample	DepthCalibration	0.847457405359029	-0.01670506	0.4762495	5.701089	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04029457	0.09552094	0.9946115	9.37112743347173
63814665994953	 sample	DepthCalibration	0.850338222026293	-0.0167883	0.4747804	5.701211	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04026561	0.09501084	0.9946616	9.24737392850258
63814665994954	 sample	DepthCalibration	0.850338222026293	-0.0167883	0.4747804	5.701211	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04026561	0.09501084	0.9946616	9.24737392850258
63814665994954	 sample	DepthCalibration	0.850338222026293	-0.0167883	0.4747804	5.701211	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.04026561	0.09501084	0.9946616	9.24737392850258
63814665994967	 sample	DepthCalibration	0.856540026587375	-0.01792359	0.4734695	5.701316	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.03987084	0.09455694	0.9947207	9.19961491928787
63814665994969	 sample	DepthCalibration	0.856540026587375	-0.01792359	0.4734695	5.701316	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.03987084	0.09455694	0.9947207	9.19961491928787
63814665994969	 sample	DepthCalibration	0.856540026587375	-0.01792359	0.4734695	5.701316	0.02894912	-0.026	-0.02842446	-0.026	-0.04619347	0.07005237	0.9964732	0.03987084	0.09455694	0.9947207	9.19961491928787
63814665994984	 sample	DepthCalibration	0.862933334737282	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665994985	 sample	DepthCalibration	0.862933334737282	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665994986	 sample	DepthCalibration	0.862933334737282	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665994998	 sample	DepthCalibration	0.868733891673969	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665994999	 sample	DepthCalibration	0.868733891673969	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665995000	 sample	DepthCalibration	0.868733891673969	-0.01439932	0.4634672	5.548169	0.02894912	-0.026	-0.02842446	-0.026	-0.04586853	0.07059661	0.9964498	0.04063137	0.09495457	0.994652	9.24737392850258
63814665995072	 sample	DepthCalibration	0.897706040876472	-0.01289313	0.4014845	4.785647	0.02894912	-0.026	-0.02842446	-0.026	-0.04430453	0.06988735	0.9965705	0.03886051	0.09625601	0.9945977	25.4617641867759
63814665995072	 sample	DepthCalibration	0.897706040876472	-0.01289313	0.4014845	4.785647	0.02894912	-0.026	-0.02842446	-0.026	-0.04430453	0.06988735	0.9965705	0.03886051	0.09625601	0.9945977	25.4617641867759
63814665995073	 sample	DepthCalibration	0.897706040876472	-0.01289313	0.4014845	4.785647	0.02894912	-0.026	-0.02842446	-0.026	-0.04430453	0.06988735	0.9965705	0.03886051	0.09625601	0.9945977	25.4617641867759
63814665995089	 sample	DepthCalibration	0.904821585566712	-0.01315966	0.3875649	4.599689	0.02894912	-0.026	-0.02842446	-0.026	-0.04393554	0.06995054	0.9965824	0.03815799	0.09687836	0.9945645	23.5749993845606
