System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63817683350439	Data collection started	DepthCalibration	
63817683350440	 sample	DepthCalibration	0.310407691330839	0.06984471	-0.1098061	8.469087	0.03578569	-0.026	-0.0358954	-0.026	-0.2878307	-0.01566567	0.9575532	0.3035493	-0.009026898	0.952773	4.20899591970127
63817683350456	 sample	DepthCalibration	0.327545881115086	0.06314282	-0.1049441	7.458732	0.03578569	-0.026	-0.0358954	-0.026	-0.2906598	-0.01648224	0.9566845	0.3067735	-0.01027575	0.9517271	4.22335255156715
63817683350481	 sample	DepthCalibration	0.352853618840924	0.05291229	-0.08684441	6.291076	0.03578569	-0.026	-0.0358954	-0.026	-0.2933648	-0.01580652	0.9558699	0.3093525	-0.0104068	0.9508905	4.21189710161375
63817683350485	 sample	DepthCalibration	0.357809721423692	0.04758918	-0.07740953	5.346138	0.03578569	-0.026	-0.0358954	-0.026	-0.2953103	-0.01588371	0.9552693	0.3122072	-0.01156934	0.9499436	4.10311325746088
63817683350502	 sample	DepthCalibration	0.373468151191319	0.03552838	-0.06358558	4.05852	0.03578569	-0.026	-0.0358954	-0.026	-0.2977504	-0.01707672	0.954491	0.3143351	-0.01255936	0.949229	4.08527163128856
63817683350536	 sample	DepthCalibration	0.404645962590201	0.01298476	-0.02494872	1.508097	0.03578569	-0.026	-0.0358954	-0.026	-0.3021922	-0.01787968	0.9530793	0.3183502	-0.01303531	0.9478835	3.82242084766403
63817683350556	 sample	DepthCalibration	0.420553167566415	0.0002680659	-0.0006717516	0.01449423	0.03578569	-0.026	-0.0358954	-0.026	-0.3046866	-0.01860541	0.9522709	0.3198353	-0.01290765	0.9473852	3.78585791824947
63817683350573	 sample	DepthCalibration	0.435130977067933	0.005522143	-0.01259497	0.7222378	0.03578569	-0.026	-0.0358954	-0.026	-0.3059989	-0.01850117	0.9518521	0.320154	-0.01346646	0.9472698	2.86178614153177
63817683350578	 sample	DepthCalibration	0.43937266990836	0.009663387	-0.02392885	1.358769	0.03578569	-0.026	-0.0358954	-0.026	-0.3070629	-0.01783907	0.951522	0.3203878	-0.01497036	0.9471682	2.9629677105306
