System Timestamp	Message	Message Type	GT_depth	World Gaze Point X	World Gaze Point Y	World Gaze Point Z	World Gaze Origin R X	World Gaze Origin R Z	World Gaze Origin L X	World Gaze Origin L Z	World Gaze Direction R X	World Gaze Direction R Y	World Gaze Direction R Z	World Gaze Direction L X	World Gaze Direction L Y	World Gaze Direction L Z	Estimated Depth
63817683305302	Data collection started	DepthCalibration	
63817683305320	 sample	DepthCalibration	0.0182914193719625	0.02209171	-0.1807801	4.970979	0.03578569	-0.026	-0.0358954	-0.026	-0.1537141	-0.02952336	0.9876742	0.1624606	-0.0418737	0.9858261	-1
63817683305324	 sample	DepthCalibration	0.0207879692316055	0.0192898	-0.1789272	5.004539	0.03578569	-0.026	-0.0358954	-0.026	-0.1537807	-0.02905672	0.9876777	0.1613705	-0.04114469	0.9860358	-1
63817683305341	 sample	DepthCalibration	0.0325137376785278	0.01834027	-0.1774415	5.071201	0.03578569	-0.026	-0.0358954	-0.026	-0.153914	-0.02812339	0.987684	0.1610371	-0.04058754	0.9861134	-1
63817683305367	 sample	DepthCalibration	0.050742369145155	0.01758833	-0.1699155	5.005321	0.03578569	-0.026	-0.0358954	-0.026	-0.1537816	-0.02663255	0.9877459	0.1607036	-0.04003035	0.9861906	-1
63817683305370	 sample	DepthCalibration	0.0533190704882145	0.01672786	-0.1649742	4.871926	0.03578569	-0.026	-0.0358954	-0.026	-0.1535163	-0.02607512	0.987802	0.1602804	-0.04041559	0.9862438	-1
63817683305384	 sample	DepthCalibration	0.0629283934831619	0.01701464	-0.1579499	4.737236	0.03578569	-0.026	-0.0358954	-0.026	-0.1532508	-0.02551765	0.9878578	0.1603252	-0.03994437	0.9862557	-1
63817683305397	 sample	DepthCalibration	0.072287954390049	0.01644838	-0.1708176	5.038367	0.03578569	-0.026	-0.0358954	-0.026	-0.1538478	-0.02616577	0.987748	0.1602804	-0.04041559	0.9862438	-1
63817683305411	 sample	DepthCalibration	0.082143671810627	0.01777389	-0.1828514	5.365881	0.03578569	-0.026	-0.0358954	-0.026	-0.1545109	-0.02634707	0.9876397	0.1610373	-0.04058754	0.9861134	-1
63817683305427	 sample	DepthCalibration	0.0928106904029846	0.01673963	-0.1826087	5.365829	0.03578569	-0.026	-0.0358954	-0.026	-0.1545109	-0.02634707	0.9876397	0.1606589	-0.04050158	0.9861786	-1
63817683305442	 sample	DepthCalibration	0.103069961071014	0.01745849	-0.1887795	5.494554	0.03578569	-0.026	-0.0358954	-0.026	-0.1547761	-0.02690449	0.9875832	0.1610374	-0.04058754	0.9861134	-1
63817683305470	 sample	DepthCalibration	0.123335868120193	0.01430546	-0.1750255	5.170042	0.03578569	-0.026	-0.0358954	-0.026	-0.1541125	-0.0267232	0.9876919	0.1595682	-0.03977239	0.9863854	-1
63817683305474	 sample	DepthCalibration	0.125838711857796	0.01430538	-0.1750255	5.170042	0.03578569	-0.026	-0.0358954	-0.026	-0.1541125	-0.0267232	0.9876919	0.1595682	-0.03977239	0.9863854	-1
63817683305489	 sample	DepthCalibration	0.135922357439995	0.0127069	-0.181817	5.333302	0.03578569	-0.026	-0.0358954	-0.026	-0.1544442	-0.02681385	0.9876376	0.1591449	-0.04015766	0.9864382	-1
63817683305522	 sample	DepthCalibration	0.158416226506233	0.00673004	-0.183497	5.685816	0.03578569	-0.026	-0.0358954	-0.026	-0.1551742	-0.02652838	0.9875309	0.1575194	-0.03689956	0.9868262	-1
63817683305524	 sample	DepthCalibration	0.16095694899559	0.007825854	-0.1837515	5.685806	0.03578569	-0.026	-0.0358954	-0.026	-0.1551742	-0.02652838	0.9875309	0.1578981	-0.03698558	0.9867625	-1
63817683305550	 sample	DepthCalibration	0.178823545575142	0.005655808	-0.1828391	5.966793	0.03578569	-0.026	-0.0358954	-0.026	-0.1557714	-0.02475176	0.987483	0.1576528	-0.03548502	0.9868568	-1
63817683305554	 sample	DepthCalibration	0.181225597858429	0.006619762	-0.1764446	5.811882	0.03578569	-0.026	-0.0358954	-0.026	-0.1554398	-0.0246611	0.9875375	0.1576972	-0.03501345	0.9868666	-1
63817683305581	 sample	DepthCalibration	0.200610280036926	0.00671265	-0.1619173	5.623165	0.03578569	-0.026	-0.0358954	-0.026	-0.1550415	-0.0226121	0.9876491	0.157407	-0.03398415	0.9869489	-1
63817683305597	 sample	DepthCalibration	0.211683303117752	0.004205304	-0.1782797	6.300127	0.03578569	-0.026	-0.0358954	-0.026	-0.1565006	-0.02204091	0.9874319	0.1578301	-0.03359854	0.9868945	-1
63817683305600	 sample	DepthCalibration	0.2140002399683	0.002792554	-0.177329	6.329773	0.03578569	-0.026	-0.0358954	-0.026	-0.1565667	-0.02157393	0.9874318	0.1574512	-0.03351247	0.986958	-1
63817683305616	 sample	DepthCalibration	0.224622741341591	0.002956846	-0.1797373	6.50608	0.03578569	-0.026	-0.0358954	-0.026	-0.1569642	-0.02119762	0.9873768	0.1578744	-0.03312684	0.9869034	-1
63817683305629	 sample	DepthCalibration	0.234414622187614	0.0007087556	-0.1952656	7.121681	0.03578569	-0.026	-0.0358954	-0.026	-0.1584211	-0.02062636	0.9871562	0.158632	-0.03329898	0.9867761	-1
63817683305658	 sample	DepthCalibration	0.25410583615303	-0.01083498	-0.2319856	8.607089	0.03578569	-0.026	-0.0358954	-0.026	-0.1626545	-0.0198466	0.9864835	0.1601908	-0.03317155	0.9865285	-1
63817683305673	 sample	DepthCalibration	0.265421122312546	-0.02212643	-0.2617814	9.471142	0.03578569	-0.026	-0.0358954	-0.026	-0.1662881	-0.02084433	0.9858569	0.1617049	-0.03351583	0.9862698	-1
63817683305676	 sample	DepthCalibration	0.267703115940094	-0.02750496	-0.2698907	9.734769	0.03578569	-0.026	-0.0358954	-0.026	-0.1680068	-0.02083079	0.9855657	0.1624618	-0.03368795	0.9861396	-1
63817683305690	 sample	DepthCalibration	0.277557075023651	-0.02345115	-0.2773771	9.932333	0.03578569	-0.026	-0.0358954	-0.026	-0.1702514	-0.02193266	0.9851565	0.1656212	-0.0329614	0.9856384	-1
63817683305704	 sample	DepthCalibration	0.286910831928253	-0.03675237	-0.289916	9.850039	0.03578569	-0.026	-0.0358954	-0.026	-0.1744083	-0.0240454	0.9843798	0.1670891	-0.03377737	0.9853631	-1
63817683305731	 sample	DepthCalibration	0.30557781457901	-0.03178333	-0.2530894	8.800961	0.03578569	-0.026	-0.0358954	-0.026	-0.1801385	-0.02465303	0.9833323	0.1730655	-0.03176635	0.9843979	-1
63817683305747	 sample	DepthCalibration	0.316656142473221	-0.02387025	-0.2317226	7.794515	0.03578569	-0.026	-0.0358954	-0.026	-0.1832939	-0.02649326	0.9827011	0.1773059	-0.03176971	0.9836429	-1
63817683305763	 sample	DepthCalibration	0.327910751104355	-0.02058577	-0.2032213	7.056538	0.03578569	-0.026	-0.0358954	-0.026	-0.1851991	-0.02750388	0.9823161	0.179501	-0.02889705	0.9833333	-1
63817683305767	 sample	DepthCalibration	0.331890046596527	-0.01573101	-0.1934515	6.89247	0.03578569	-0.026	-0.0358954	-0.026	-0.185594	-0.02712779	0.982252	0.1811409	-0.02782557	0.9830634	-1
63817683305781	 sample	DepthCalibration	0.340514332056046	-0.008742497	-0.19577	6.920351	0.03578569	-0.026	-0.0358954	-0.026	-0.1855275	-0.02759453	0.9822515	0.1830699	-0.02778419	0.9827072	-1
